iter	RMSE
212	65.348996
213	65.22038099
214	65.05462159
215	65.05194581
216	65.04832643
217	64.96460515
218	64.91824139
219	64.91017155
220	64.84257155
221	64.83624014
222	64.71705069
223	64.61206356
224	64.54692422
225	64.54324159
226	64.42794016
227	64.28117177
228	64.21850752
229	64.15405639
230	64.14976614
231	64.14463298
232	64.14258643
233	64.0823542
234	64.07803394
235	64.07718989
236	64.07367335
237	64.0342603
238	63.93099025
239	63.9091952
240	63.90713229
241	63.85847592
242	63.75266848
243	63.74850044
244	63.66436191
245	63.60761292
246	63.60570671
247	63.5976825
248	63.59340688
249	63.53645117
250	63.47615411
251	63.47216808
252	63.41933802
253	63.32142338
254	63.26320701
255	63.23349071
256	63.17052866
257	63.14141124
258	63.13967395
259	63.05325662
260	63.0376633
261	63.03520642
262	63.02498986
263	63.0186491
264	62.91519204
265	62.91376255
266	62.87230829
267	62.86892449
268	62.82340124
269	62.76178084
270	62.7065411
271	62.70397175
272	62.66630665
273	62.61730765
274	62.5697643
275	62.5317196
276	62.49876075
277	62.46227782
278	62.42316957
279	62.26987545
280	62.24228701
281	62.23946059
282	62.15581475
283	62.15144545
284	62.12372058
285	62.09311656
286	62.08849187
287	62.08605676
288	62.02800129
289	61.98185726
290	61.93704887
291	61.93174897
292	61.91508498
293	61.89029779
294	61.84234135
295	61.77015483
296	61.74272596
297	61.73912902
298	61.70226104
299	61.69878144
300	61.60360735
301	61.52166152
302	61.47814184
303	61.38690538
304	61.34454191
305	61.34325721
306	61.31705338
307	61.29169408
308	61.29040631
309	61.27895852
310	61.1916312
311	61.10542089
312	61.07885586
313	60.98676244
314	60.97276318
315	60.9303275
316	60.84111976
317	60.83522372
318	60.83246385
319	60.82984563
320	60.79806446
321	60.796873
322	60.79216124
323	60.77783409
324	60.76498988
325	60.72689608
326	60.7180569
327	60.71289763
328	60.70993889
329	60.61428479
330	60.59145342
331	60.5903986
332	60.58937013
333	60.5776822
334	60.53885222
335	60.53781394
336	60.46183015
337	60.45080306
338	60.37640155
339	60.37349408
340	60.37251302
341	60.34121736
342	60.26493785
343	60.21524444
344	60.19251825
345	60.11326688
346	60.11063437
347	60.08708059
348	60.08409848
349	60.03955954
350	60.01742145
351	60.01437999
352	60.01153327
353	59.96660711
354	59.96467408
355	59.91755338
356	59.8192764
357	59.78622132
358	59.70107745
359	59.6834029
360	59.64174183
361	59.588275
362	59.55926547
363	59.55174096
364	59.52238521
365	59.49928118
366	59.45544063
367	59.45191652
368	59.45001621
369	59.42444097
370	59.4211832
371	59.38121143
372	59.37437867
373	59.36485687
374	59.3560158
375	59.34047522
376	59.29847639
377	59.29218699
378	59.28886792
379	59.28301451
380	59.25444036
381	59.21413495
382	59.18844347
383	59.18776962
384	59.12749861
385	59.05848102
386	59.04890053
387	59.04649985
388	59.00731058
389	59.00022507
390	58.96125683
391	58.92420767
392	58.88946638
393	58.85292817
394	58.79221964
395	58.78907417
396	58.73100539
397	58.62639078
398	58.58989158
399	58.58707038
400	58.50833128
401	58.50195154
402	58.48357322
403	58.42866695
404	58.42761132
405	58.42125993
406	58.38717285
407	58.35309096
408	58.33375621
409	58.25906043
410	58.23018729
411	58.19680632
412	58.19103249
413	58.12463445
414	58.09493563
415	57.9686571
416	57.91633672
417	57.88515772
418	57.86233818
419	57.82752378
420	57.76532573
421	57.74728419
422	57.70289306
423	57.58076656
424	57.57589268
425	57.54104014
426	57.50574783
427	57.45452148
428	57.43107064
429	57.40784248
430	57.36894358
431	57.34818503
432	57.33243663
433	57.29756374
434	57.29307581
435	57.27206935
436	57.23966161
437	57.19321466
438	57.07811882
439	57.03908975
440	56.99370144
441	56.95944496
442	56.92200555
443	56.8990174
444	56.84851988
445	56.82916698
446	56.71853416
447	56.68729591
448	56.62086964
449	56.56525609
450	56.56113639
451	56.45184158
452	56.44789325
453	56.42619727
454	56.42326757
455	56.40842357
456	56.35606171
457	56.26646067
458	56.18203601
459	56.13240456
460	56.10486569
461	56.02579753
462	55.97358044
463	55.93354707
464	55.92453464
465	55.86231233
466	55.81104412
467	55.80732928
468	55.75185123
469	55.72839045
470	55.67238067
471	55.63718397
472	55.63633812
473	55.61328111
474	55.55221313
475	55.51370146
476	55.45075422
477	55.41984963
478	55.35972111
479	55.31654642
480	55.28042783
481	55.2799731
482	55.27643783
483	55.25068143
484	55.20914067
485	55.15533627
486	55.15460201
487	55.11198224
488	55.08287441
489	55.08146126
490	55.02445469
491	54.9392907
492	54.93112342
493	54.92358344
494	54.89535234
495	54.83504503
496	54.80973904
497	54.7758472
498	54.75114516
499	54.72021444
500	54.7059309
501	54.69026256
502	54.64832212
503	54.61541297
504	54.60708781
505	54.60666513
506	54.58349401
507	54.58033649
508	54.5411899
509	54.51881606
510	54.47751057
511	54.38032171
512	54.33822098
513	54.30153594
514	54.2501206
515	54.21995706
516	54.21936204
517	54.18804615
518	54.18653692
519	54.12287491
520	54.09013375
521	54.06736342
522	54.04380737
523	54.02304147
524	53.95814119
525	53.95756401
526	53.93107143
527	53.9245419
528	53.89371613
529	53.85799651
530	53.79628305
531	53.78222179
532	53.7736314
533	53.76585833
534	53.73724741
535	53.72832356
536	53.7199762
537	53.69376998
538	53.65795824
539	53.62856894
540	53.59832782
541	53.59328253
542	53.57013623
543	53.56253325
544	53.54576883
545	53.51480096
546	53.455178
547	53.4139008
548	53.35734884
549	53.30084302
550	53.30036147
551	53.29989423
552	53.29944085
553	53.28352482
554	53.28308015
555	53.27065117
556	53.23227615
557	53.17444504
558	53.14364564
559	53.14234005
560	53.11382532
561	53.07506367
562	53.05027761
563	53.01984699
564	53.01393644
565	52.98499984
566	52.92795199
567	52.91963126
568	52.87007522
569	52.81620809
570	52.80634011
571	52.76955078
572	52.76912207
573	52.74751871
574	52.70393192
575	52.69949812
576	52.67402536
577	52.62912799
578	52.58935577
579	52.55291132
580	52.51984637
581	52.49516126
582	52.47123447
583	52.44176933
584	52.41859958
585	52.4050041
586	52.35674146
587	52.33427144
588	52.30417635
589	52.26833813
590	52.24650908
591	52.17485544
592	52.14200665
593	52.13192853
594	52.10563098
595	52.08459813
596	52.07552771
597	52.01499728
598	51.95609958
599	51.90949356
600	51.8848513
601	51.86803657
602	51.86759317
603	51.86716295
604	51.86344227
605	51.81379144
606	51.79330342
607	51.76154364
608	51.72152049
609	51.68976553
610	51.68933516
611	51.66939689
612	51.66897826
613	51.66552632
614	51.64614948
615	51.64025478
616	51.61878834
617	51.60922691
618	51.59064392
619	51.58066174
620	51.56438942
621	51.50188664
622	51.482196
623	51.44873301
624	51.40961768
625	51.3675741
626	51.29316539
627	51.25214606
628	51.21662687
629	51.21018792
630	51.20980101
631	51.18810236
632	51.17561744
633	51.15190988
634	51.12347669
635	51.07964102
636	51.04337334
637	51.02733717
638	51.0084547
639	51.00228221
640	50.99652343
641	50.97947036
642	50.9651715
643	50.92684392
644	50.91402513
645	50.85325551
646	50.79979658
647	50.76099153
648	50.71658199
649	50.68315059
650	50.66022919
651	50.6312435
652	50.63104252
653	50.59646133
654	50.54559324
655	50.51831998
656	50.50766598
657	50.47972563
658	50.47938856
659	50.47436212
660	50.44601631
661	50.42727852
662	50.41750548
663	50.40010139
664	50.36756136
665	50.3366987
666	50.28979281
667	50.25058031
668	50.23830352
669	50.19452021
670	50.14700095
671	50.11383318
672	50.07742508
673	50.05523635
674	50.04266761
675	49.99824169
676	49.98676076
677	49.96950417
678	49.95273615
679	49.92500045
680	49.91139172
681	49.87174896
682	49.85443066
683	49.84276026
684	49.82680927
685	49.78270043
686	49.72644579
687	49.69851334
688	49.69046597
689	49.67524996
690	49.63142329
691	49.60658019
692	49.59097704
693	49.5757922
694	49.5660935
695	49.54031488
696	49.52755572
697	49.5127663
698	49.4937273
699	49.47934087
700	49.46533517
701	49.44308049
702	49.43094328
703	49.4172646
704	49.39044488
705	49.37710437
706	49.36550538
707	49.32437471
708	49.28090241
709	49.24493417
710	49.23991423
711	49.22676431
712	49.21374309
713	49.20242559
714	49.17213944
715	49.15975908
716	49.14706107
717	49.13500717
718	49.10369111
719	49.06416076
720	49.06279598
721	49.02906539
722	49.00415413
723	48.99866526
724	48.98683691
725	48.97531468
726	48.96409009
727	48.95690647
728	48.95418027
729	48.93358101
730	48.92693121
731	48.89747062
732	48.89689454
733	48.89645119
734	48.84878402
735	48.83634545
736	48.83514032
737	48.82443917
738	48.81401418
739	48.79543031
740	48.78629964
741	48.72190502
742	48.70807322
743	48.64213311
744	48.58262149
745	48.54575088
746	48.54503729
747	48.5443548
748	48.51425739
749	48.50603119
750	48.4661457
751	48.41441744
752	48.39548309
753	48.39238062
754	48.36176287
755	48.32012897
756	48.28112911
757	48.24904422
758	48.22489147
759	48.15903508
760	48.09289834
761	48.09261292
762	48.08401612
763	48.06246314
764	48.05019033
765	48.04738205
766	47.97798664
767	47.97602249
768	47.97057637
769	47.93571421
770	47.92438819
771	47.88634826
772	47.87041713
773	47.86316356
774	47.81897852
775	47.78681906
776	47.75960947
777	47.74736607
778	47.73144422
779	47.71513524
780	47.70541492
781	47.65710856
782	47.63842219
783	47.59480064
784	47.55581296
785	47.5505682
786	47.51891632
787	47.47680898
788	47.45917517
789	47.44258609
790	47.41333166
791	47.40854023
792	47.39365812
793	47.34276382
794	47.27917026
795	47.23459932
796	47.23413609
797	47.20592868
798	47.16874088
799	47.16029132
800	47.15405207
801	47.12040293
802	47.10233919
803	47.08416306
804	47.0497131
805	47.03917165
806	47.02111313
807	47.00212079
808	46.97720423
809	46.96521372
810	46.96245077
811	46.94743544
812	46.94403213
813	46.93886545
814	46.90984818
815	46.88985788
816	46.85851552
817	46.85286261
818	46.84751343
819	46.8133342
820	46.80354559
821	46.79830454
822	46.7833212
823	46.75567879
824	46.72915289
825	46.72364248
826	46.71481996
827	46.68937541
828	46.66492935
829	46.64439695
830	46.62089673
831	46.615722
832	46.59315316
833	46.57145985
834	46.54665352
835	46.53642124
836	46.51977599
837	46.48202049
838	46.46121766
839	46.4492946
840	46.42035577
841	46.40030232
842	46.39347062
843	46.37640417
844	46.35710286
845	46.35592409
846	46.33732916
847	46.33085634
848	46.29452685
849	46.27680691
850	46.25973168
851	46.23545398
852	46.19748223
853	46.17027216
854	46.15256546
855	46.14876792
856	46.12429708
857	46.09092524
858	46.0744062
859	46.0459461
860	46.01929832
861	46.00998662
862	45.99163961
863	45.94612439
864	45.93348635
865	45.917163
866	45.89249861
867	45.85896376
868	45.85868776
869	45.853038
870	45.83590045
871	45.8206171
872	45.80112423
873	45.78072652
874	45.78032692
875	45.74663696
876	45.71504001
877	45.71470687
878	45.70137906
879	45.68085122
880	45.63806445
881	45.6188111
882	45.60351451
883	45.58730374
884	45.57200464
885	45.55810822
886	45.54906644
887	45.52895846
888	45.50901925
889	45.49700306
890	45.4817345
891	45.46281613
892	45.4342677
893	45.42558139
894	45.40882648
895	45.40463945
896	45.38986341
897	45.3674336
898	45.34797424
899	45.33828662
900	45.33545392
901	45.30502351
902	45.26472978
903	45.264484
904	45.25968558
905	45.24917635
906	45.23105152
907	45.20897208
908	45.18368389
909	45.1742415
910	45.15305816
911	45.14658096
912	45.14009181
913	45.12148947
914	45.11128327
915	45.11107328
916	45.09897849
917	45.0912463
918	45.07974369
919	45.07130533
920	45.05097618
921	45.03131641
922	45.00918262
923	45.00034996
924	44.97863009
925	44.94623217
926	44.93266608
927	44.90661236
928	44.88780128
929	44.8610457
930	44.84434547
931	44.83421962
932	44.81352526
933	44.78519849
934	44.76255366
935	44.74478809
936	44.72766966
937	44.72720711
938	44.7107033
939	44.68564297
940	44.68392136
941	44.67391441
942	44.64401121
943	44.62004446
944	44.60979213
945	44.58641747
946	44.56896174
947	44.56523984
948	44.54696984
949	44.53713988
950	44.52335894
951	44.49826744
952	44.4650541
953	44.45886611
954	44.44326725
955	44.43163706
956	44.39989116
957	44.39035433
958	44.37587992
959	44.36132377
960	44.35545766
961	44.34668339
962	44.32132282
963	44.32104445
964	44.30780808
965	44.29807313
966	44.28455331
967	44.28429317
968	44.26914125
969	44.26190964
970	44.25341294
971	44.24858157
972	44.23440112
973	44.2224643
974	44.22221509
975	44.20123821
976	44.18630381
977	44.17298521
978	44.1651547
979	44.15288765
980	44.13479114
981	44.09865182
982	44.06926745
983	44.05445013
984	44.03692677
985	44.03637323
986	44.02673541
987	44.02110087
988	44.00853952
989	44.00132641
990	43.97811656
991	43.96805052
992	43.9645838
993	43.94596028
994	43.93497312
995	43.92412599
996	43.8954855
997	43.88396556
998	43.87505395
999	43.84387846
1000	43.83551295
1001	43.82225243
1002	43.80456461
1003	43.80431106
1004	43.79011346
1005	43.77932537
1006	43.76748619
1007	43.7592465
1008	43.74270574
1009	43.72376681
1010	43.71268291
1011	43.70206555
1012	43.70189984
1013	43.7006474
1014	43.68965911
1015	43.67902877
1016	43.67169359
1017	43.66162761
1018	43.65586363
1019	43.6461413
1020	43.63278775
1021	43.62938389
1022	43.60777009
1023	43.60246104
1024	43.59313558
1025	43.57131819
1026	43.56754016
1027	43.55855093
1028	43.54478446
1029	43.54457789
1030	43.53784659
1031	43.53765433
1032	43.53731412
1033	43.52548685
1034	43.51633319
1035	43.48121213
1036	43.47013204
1037	43.45632086
1038	43.4523283
1039	43.43850334
1040	43.42944377
1041	43.42620633
1042	43.4176373
1043	43.41179747
1044	43.39862064
1045	43.3786626
1046	43.3761165
1047	43.37289683
1048	43.36771965
1049	43.36197106
1050	43.36162028
1051	43.34197173
1052	43.33140716
1053	43.3277734
1054	43.31950789
1055	43.31871011
1056	43.31855408
1057	43.31823625
1058	43.31809008
1059	43.31794964
1060	43.31790522
1061	43.30568559
1062	43.28992272
1063	43.27831808
1064	43.26692501
1065	43.24533758
1066	43.2389385
1067	43.22183249
1068	43.21860003
1069	43.20820848
1070	43.20233887
1071	43.1987136
1072	43.18955446
1073	43.18572845
1074	43.18545866
1075	43.18413476
1076	43.17725336
1077	43.16217532
1078	43.13214492
1079	43.12401644
1080	43.11401898
1081	43.11313206
1082	43.10568613
1083	43.08280049
1084	43.05601252
1085	43.04821442
1086	43.0374639
1087	43.02921936
1088	43.00380774
1089	42.983992
1090	42.98038219
1091	42.98008855
1092	42.96911994
1093	42.95912045
1094	42.95151583
1095	42.94614859
1096	42.94234446
1097	42.93584347
1098	42.93558232
1099	42.92233376
1100	42.91680166
1101	42.91650077
1102	42.90914675
1103	42.88796592
1104	42.88101196
1105	42.87565035
1106	42.87545224
1107	42.86894994
1108	42.86031189
1109	42.85413075
1110	42.83843028
1111	42.82374944
1112	42.79851724
1113	42.78747178
1114	42.76875127
1115	42.7654825
1116	42.7652426
1117	42.75357103
1118	42.74326778
1119	42.73320964
1120	42.73215836
1121	42.72391346
1122	42.70776416
1123	42.70612399
1124	42.68531685
1125	42.68222369
1126	42.68163769
1127	42.67594865
1128	42.6657191
1129	42.65758939
1130	42.64755671
1131	42.64409901
1132	42.63964328
1133	42.61935645
1134	42.60963572
1135	42.59043215
1136	42.58824731
1137	42.58261551
1138	42.57854361
1139	42.55547087
1140	42.55095387
1141	42.53852615
1142	42.52838344
1143	42.52197641
1144	42.50372327
1145	42.50326129
1146	42.49048173
1147	42.47389306
1148	42.47302957
1149	42.46699616
1150	42.46111818
1151	42.4493298
1152	42.43584793
1153	42.42357348
1154	42.41497088
1155	42.41488121
1156	42.40264928
1157	42.37580707
1158	42.37543652
1159	42.37045559
1160	42.34630636
1161	42.33731265
1162	42.32425783
1163	42.30936851
1164	42.28768261
1165	42.28462282
1166	42.27543801
1167	42.26834959
1168	42.26153317
1169	42.25983621
1170	42.25493634
1171	42.23861828
1172	42.23207747
1173	42.2008825
1174	42.1962108
1175	42.18894084
1176	42.18263613
1177	42.14853916
1178	42.14664575
1179	42.11681042
1180	42.11191643
1181	42.10580959
1182	42.0866397
1183	42.08084435
1184	42.07601993
1185	42.07302441
1186	42.0671896
1187	42.06422223
1188	42.06191011
1189	42.05600844
1190	42.03771343
1191	42.01861994
1192	41.98997544
1193	41.98959202
1194	41.98568944
1195	41.97787959
1196	41.96971126
1197	41.96825168
1198	41.95287013
1199	41.94923613
1200	41.93054588
1201	41.92702885
1202	41.92131762
1203	41.90691213
1204	41.8990889
1205	41.89356353
1206	41.8638526
1207	41.8635671
1208	41.85788953
1209	41.85256042
1210	41.85123356
1211	41.85083613
1212	41.84569346
1213	41.83640178
1214	41.82892892
1215	41.82739259
1216	41.82450542
1217	41.82367766
1218	41.78781282
1219	41.78637597
1220	41.78579814
1221	41.78566231
1222	41.78532339
1223	41.78032934
1224	41.77520131
1225	41.77054774
1226	41.76956209
1227	41.7325306
1228	41.73213052
1229	41.72733859
1230	41.72688336
1231	41.70871001
1232	41.70837372
1233	41.68214164
1234	41.67363142
1235	41.67334666
1236	41.65971185
1237	41.65303005
1238	41.65275688
1239	41.632953
1240	41.61807385
1241	41.61792941
1242	41.59593138
1243	41.57610897
1244	41.54338079
1245	41.53426186
1246	41.52644707
1247	41.50877471
1248	41.48421413
1249	41.45927068
1250	41.45590697
1251	41.45582411
1252	41.45102133
1253	41.43221406
1254	41.4100697
1255	41.39295336
1256	41.38223813
1257	41.3647571
1258	41.35980657
1259	41.35710686
1260	41.34958855
1261	41.34542035
1262	41.34516938
1263	41.33556676
1264	41.33367698
1265	41.33135277
1266	41.31486198
1267	41.30773361
1268	41.28417694
1269	41.28188151
1270	41.27567986
1271	41.26995982
1272	41.22478179
1273	41.20655489
1274	41.18926693
1275	41.15928277
1276	41.15577896
1277	41.14490824
1278	41.12774876
1279	41.11768139
1280	41.10519586
1281	41.09932329
1282	41.07828002
1283	41.04880956
1284	41.04479604
1285	41.01588607
1286	41.00691518
1287	40.98946302
1288	40.97814339
1289	40.96500338
1290	40.92088873
1291	40.91410874
1292	40.90108178
1293	40.89910256
1294	40.89358026
1295	40.88020145
1296	40.87506029
1297	40.8416612
1298	40.83413372
1299	40.8197226
1300	40.79708973
1301	40.78302336
1302	40.76101592
1303	40.75339272
1304	40.74010856
1305	40.71644638
1306	40.69778027
1307	40.69415587
1308	40.69219024
1309	40.69051146
1310	40.68856633
1311	40.68718207
1312	40.65972482
1313	40.60278659
1314	40.59926923
1315	40.58537748
1316	40.58407512
1317	40.5554407
1318	40.53713215
1319	40.52866291
1320	40.52184725
1321	40.51394458
1322	40.51294467
1323	40.51036517
1324	40.48254791
1325	40.45885411
1326	40.45533664
1327	40.44736928
1328	40.43910181
1329	40.42687173
1330	40.41362844
1331	40.39281086
1332	40.3752023
1333	40.34956971
1334	40.34377357
1335	40.31973127
1336	40.31689671
1337	40.29208884
1338	40.27812512
1339	40.27258119
1340	40.26889636
1341	40.24656019
1342	40.23660662
1343	40.20834517
1344	40.19247405
1345	40.18609923
1346	40.18416256
1347	40.18248529
1348	40.1810491
1349	40.16574119
1350	40.16321727
1351	40.14831499
1352	40.13874308
1353	40.13643648
1354	40.1335331
1355	40.13134173
1356	40.1217412
1357	40.11036717
1358	40.10920372
1359	40.10240269
1360	40.08440984
1361	40.08352877
1362	40.08200864
1363	40.06829828
1364	40.0611374
1365	40.05860804
1366	40.04536226
1367	40.01865287
1368	39.99298524
1369	39.98725415
1370	39.97265628
1371	39.96667671
1372	39.95102948
1373	39.95007784
1374	39.93806935
1375	39.93276592
1376	39.9294325
1377	39.91347499
1378	39.89253372
1379	39.88699208
1380	39.86994946
1381	39.86152165
1382	39.86018407
1383	39.85076614
1384	39.83606571
1385	39.83411413
1386	39.81501167
1387	39.7987649
1388	39.774309
1389	39.75567753
1390	39.75096929
1391	39.73668741
1392	39.71974227
1393	39.6997195
1394	39.67760418
1395	39.66419682
1396	39.65891148
1397	39.65343695
1398	39.61403363
1399	39.59686471
1400	39.5816025
1401	39.55788305
1402	39.54129435
1403	39.53641387
1404	39.53342851
1405	39.52340109
1406	39.52095544
1407	39.52028683
1408	39.51703051
1409	39.50815711
1410	39.50355012
1411	39.49913529
1412	39.47730254
1413	39.47475046
1414	39.46782865
1415	39.46014621
1416	39.44450665
1417	39.44372255
1418	39.43724156
1419	39.42802526
1420	39.42143195
1421	39.41541381
1422	39.40397312
1423	39.40319139
1424	39.38568789
1425	39.37984548
1426	39.36003563
1427	39.35940914
1428	39.34398872
1429	39.32364288
1430	39.31566132
1431	39.31326941
1432	39.30579532
1433	39.30030584
1434	39.28951563
1435	39.28917859
1436	39.26423917
1437	39.24852584
1438	39.24418944
1439	39.24017229
1440	39.21403856
1441	39.20588302
1442	39.18114878
1443	39.172383
1444	39.16023645
1445	39.14334272
1446	39.12299438
1447	39.11068605
1448	39.11009923
1449	39.10416563
1450	39.08151841
1451	39.07223089
1452	39.06246858
1453	39.05808295
1454	39.03892115
1455	39.03088108
1456	39.02177149
1457	38.99460968
1458	38.98963986
1459	38.98883987
1460	38.98024475
1461	38.97935171
1462	38.97605603
1463	38.97560274
1464	38.97487507
1465	38.96314582
1466	38.95126667
1467	38.94604369
1468	38.93754593
1469	38.93740867
1470	38.93675521
1471	38.93439094
1472	38.91547859
1473	38.90643434
1474	38.90553758
1475	38.88468107
1476	38.88282823
1477	38.87965918
1478	38.86951806
1479	38.85182096
1480	38.8516951
1481	38.83444614
1482	38.83305617
1483	38.81778771
1484	38.81660236
1485	38.80540383
1486	38.80215751
1487	38.79333917
1488	38.79007717
1489	38.77230489
1490	38.76794199
1491	38.75784036
1492	38.74424461
1493	38.73698631
1494	38.72617499
1495	38.72101013
1496	38.72070879
1497	38.71964827
1498	38.716587
1499	38.70804491
